datetime,place,deliveries,is_holiday,weather_condition,temperature,app_clicks,traffic_congestion_level,area_population,income_level
2024-02-27 12:00:00,B,214,False,Cloudy,17.37,767,Moderate,500000,Medium
2024-02-27 12:00:00,C,156,False,Sunny,15.17,948,Moderate,300000,Low
2024-02-28 00:00:00,A,246,False,Cloudy,18.02,291,Low,1000000,High
2024-02-28 00:00:00,B,173,False,Snowy,7.36,880,Moderate,500000,Medium
2024-02-28 00:00:00,C,123,False,Rainy,15.46,369,Moderate,300000,Low
2024-02-28 12:00:00,A,238,False,Stormy,16.29,206,High,1000000,High
2024-02-28 12:00:00,B,134,False,Snowy,18.08,230,High,500000,Medium
2024-02-28 12:00:00,C,266,False,Sunny,17.3,636,Moderate,300000,Low
2024-02-29 00:00:00,A,258,False,Cloudy,5.02,457,Moderate,1000000,High
2024-02-29 00:00:00,B,176,False,Cloudy,12.61,494,Moderate,500000,Medium
2024-02-29 00:00:00,C,293,False,Cloudy,9.31,245,Low,300000,Low
2024-02-29 12:00:00,A,218,False,Snowy,19.72,216,Moderate,1000000,High
2024-02-29 12:00:00,B,197,False,Cloudy,14.51,564,Low,500000,Medium
2024-02-29 12:00:00,C,295,False,Sunny,6.93,666,High,300000,Low
2024-03-01 00:00:00,A,140,False,Rainy,21.48,611,Severe,1000000,High
2024-03-01 00:00:00,B,127,False,Sunny,29.06,683,Low,500000,Medium
2024-03-01 00:00:00,C,264,False,Snowy,25.62,600,High,300000,Low
2024-03-01 12:00:00,A,220,False,Stormy,15.87,319,Severe,1000000,High
2024-03-01 12:00:00,B,269,False,Stormy,25.14,915,High,500000,Medium
2024-03-01 12:00:00,C,238,False,Rainy,26.37,206,Low,300000,Low
2024-03-02 00:00:00,A,204,True,Cloudy,19.85,278,Severe,1000000,High
2024-03-02 00:00:00,B,428,True,Sunny,25.25,737,Low,500000,Medium
2024-03-02 00:00:00,C,310,True,Stormy,29.96,298,Severe,300000,Low
2024-03-02 12:00:00,A,340,True,Sunny,27.39,274,Low,1000000,High
2024-03-02 12:00:00,B,301,True,Rainy,26.59,283,Moderate,500000,Medium
2024-03-02 12:00:00,C,195,True,Snowy,28.02,581,High,300000,Low
2024-03-03 00:00:00,A,317,True,Sunny,25.97,502,Moderate,1000000,High
2024-03-03 00:00:00,B,372,True,Sunny,29.47,858,Severe,500000,Medium
2024-03-03 00:00:00,C,184,True,Snowy,19.81,726,Moderate,300000,Low
2024-03-03 12:00:00,A,285,True,Snowy,15.47,992,Severe,1000000,High
2024-03-03 12:00:00,B,308,True,Stormy,22.1,783,Severe,500000,Medium
2024-03-03 12:00:00,C,246,True,Cloudy,26.65,790,Severe,300000,Low
2024-03-04 00:00:00,A,149,False,Cloudy,26.42,586,Low,1000000,High
2024-03-04 00:00:00,B,180,False,Snowy,16.97,892,Low,500000,Medium
2024-03-04 00:00:00,C,198,False,Rainy,24.25,757,Moderate,300000,Low
2024-03-04 12:00:00,A,298,False,Cloudy,16.88,435,Low,1000000,High
2024-03-04 12:00:00,B,159,False,Rainy,21.45,877,Moderate,500000,Medium
2024-03-04 12:00:00,C,251,False,Rainy,15.96,700,Low,300000,Low
2024-03-05 00:00:00,A,167,False,Rainy,21.5,263,Low,1000000,High
2024-03-05 00:00:00,B,136,False,Stormy,21.97,519,Severe,500000,Medium
2024-03-05 00:00:00,C,219,False,Snowy,19.37,500,Severe,300000,Low
2024-03-05 12:00:00,A,268,False,Cloudy,15.59,413,Low,1000000,High
2024-03-05 12:00:00,B,239,False,Rainy,16.57,600,High,500000,Medium
2024-03-05 12:00:00,C,122,False,Cloudy,17.14,791,Severe,300000,Low
2024-03-06 00:00:00,A,215,False,Sunny,25.54,913,Moderate,1000000,High
2024-03-06 00:00:00,B,196,False,Cloudy,22.77,1000,Moderate,500000,Medium
2024-03-06 00:00:00,C,227,False,Stormy,15.5,315,Low,300000,Low
2024-03-06 12:00:00,A,185,False,Snowy,16.99,289,Moderate,1000000,High
2024-03-06 12:00:00,B,208,False,Rainy,18.0,627,High,500000,Medium
2024-03-06 12:00:00,C,150,False,Rainy,25.6,208,Low,300000,Low
2024-03-07 00:00:00,A,226,False,Sunny,24.19,752,Moderate,1000000,High
2024-03-07 00:00:00,B,107,False,Cloudy,29.21,517,High,500000,Medium
2024-03-07 00:00:00,C,164,False,Stormy,20.09,450,Low,300000,Low
2024-03-07 12:00:00,A,170,False,Stormy,23.3,589,High,1000000,High
2024-03-07 12:00:00,B,228,False,Stormy,22.21,326,High,500000,Medium
2024-03-07 12:00:00,C,146,False,Snowy,21.58,211,Severe,300000,Low
2024-03-08 00:00:00,A,136,False,Stormy,24.24,346,Low,1000000,High
2024-03-08 00:00:00,B,184,False,Snowy,26.16,932,Low,500000,Medium
2024-03-08 00:00:00,C,240,False,Stormy,15.65,793,High,300000,Low
2024-03-08 12:00:00,A,235,False,Snowy,19.98,511,High,1000000,High
2024-03-08 12:00:00,B,257,False,Sunny,16.22,954,Low,500000,Medium
2024-03-08 12:00:00,C,168,False,Rainy,21.28,406,Low,300000,Low
2024-03-09 00:00:00,A,275,True,Cloudy,17.61,924,Low,1000000,High
2024-03-09 00:00:00,B,266,True,Rainy,21.24,223,Severe,500000,Medium
2024-03-09 00:00:00,C,235,True,Snowy,26.52,351,Severe,300000,Low
2024-03-09 12:00:00,A,304,True,Cloudy,21.58,316,Moderate,1000000,High
2024-03-09 12:00:00,B,237,True,Snowy,22.3,777,Severe,500000,Medium
2024-03-09 12:00:00,C,209,True,Stormy,19.15,570,Low,300000,Low
2024-03-10 00:00:00,A,290,True,Stormy,18.16,436,High,1000000,High
2024-03-10 00:00:00,B,202,True,Stormy,26.0,993,High,500000,Medium
2024-03-10 00:00:00,C,439,True,Cloudy,24.03,497,Low,300000,Low
2024-03-10 12:00:00,A,322,True,Rainy,20.59,201,High,1000000,High
2024-03-10 12:00:00,B,207,True,Stormy,16.04,752,Severe,500000,Medium
2024-03-10 12:00:00,C,259,True,Cloudy,23.89,430,Severe,300000,Low
2024-03-11 00:00:00,A,203,False,Snowy,16.43,344,Low,1000000,High
2024-03-11 00:00:00,B,108,False,Stormy,18.87,428,Low,500000,Medium
2024-03-11 00:00:00,C,292,False,Cloudy,26.6,875,High,300000,Low
2024-03-11 12:00:00,A,144,False,Cloudy,18.56,486,Low,1000000,High
2024-03-11 12:00:00,B,206,False,Stormy,28.26,829,Low,500000,Medium
2024-03-11 12:00:00,C,141,False,Snowy,20.06,560,Severe,300000,Low
2024-03-12 00:00:00,A,234,False,Stormy,29.23,512,Low,1000000,High
2024-03-12 00:00:00,B,116,False,Rainy,15.55,886,High,500000,Medium
2024-03-12 00:00:00,C,210,False,Snowy,26.73,831,Severe,300000,Low
2024-03-12 12:00:00,A,199,False,Stormy,18.09,533,Low,1000000,High
2024-03-12 12:00:00,B,124,False,Rainy,29.05,996,High,500000,Medium
2024-03-12 12:00:00,C,115,False,Snowy,21.78,956,Moderate,300000,Low
2024-03-13 00:00:00,A,225,False,Cloudy,22.61,405,Severe,1000000,High
2024-03-13 00:00:00,B,109,False,Stormy,29.8,415,Low,500000,Medium
2024-03-13 00:00:00,C,258,False,Sunny,29.28,505,Moderate,300000,Low
2024-03-13 12:00:00,A,124,False,Rainy,21.82,694,High,1000000,High
2024-03-13 12:00:00,B,213,False,Snowy,25.0,350,Low,500000,Medium
2024-03-13 12:00:00,C,107,False,Snowy,17.15,945,Severe,300000,Low
2024-03-14 00:00:00,A,196,False,Sunny,16.41,975,Moderate,1000000,High
2024-03-14 00:00:00,B,187,False,Sunny,28.02,285,Severe,500000,Medium
2024-03-14 00:00:00,C,239,False,Sunny,29.17,613,Moderate,300000,Low
2024-03-14 12:00:00,A,221,False,Stormy,27.46,502,High,1000000,High
2024-03-14 12:00:00,B,160,False,Snowy,16.7,544,High,500000,Medium
2024-03-14 12:00:00,C,100,False,Stormy,24.01,486,Severe,300000,Low
2024-03-15 00:00:00,A,145,False,Stormy,23.66,419,Moderate,1000000,High
2024-03-15 00:00:00,B,272,False,Stormy,15.72,784,Moderate,500000,Medium
2024-03-15 00:00:00,C,161,False,Stormy,28.06,784,Moderate,300000,Low
2024-03-15 12:00:00,A,236,False,Snowy,26.08,523,Moderate,1000000,High
2024-03-15 12:00:00,B,219,False,Sunny,19.91,813,High,500000,Medium
2024-03-15 12:00:00,C,161,False,Stormy,28.17,478,High,300000,Low
2024-03-16 00:00:00,A,233,True,Snowy,20.64,654,High,1000000,High
2024-03-16 00:00:00,B,378,True,Sunny,24.45,910,High,500000,Medium
2024-03-16 00:00:00,C,297,True,Cloudy,20.83,672,Severe,300000,Low
2024-03-16 12:00:00,A,311,True,Rainy,20.6,301,Severe,1000000,High
2024-03-16 12:00:00,B,242,True,Snowy,24.64,976,Severe,500000,Medium
2024-03-16 12:00:00,C,247,True,Cloudy,27.71,828,High,300000,Low
2024-03-17 00:00:00,A,309,True,Snowy,20.12,211,Severe,1000000,High
2024-03-17 00:00:00,B,361,True,Stormy,23.0,982,High,500000,Medium
2024-03-17 00:00:00,C,263,True,Rainy,27.19,697,Moderate,300000,Low
2024-03-17 12:00:00,A,293,True,Snowy,15.27,606,Severe,1000000,High
2024-03-17 12:00:00,B,242,True,Rainy,28.47,992,Severe,500000,Medium
2024-03-17 12:00:00,C,285,True,Sunny,29.02,669,High,300000,Low
2024-03-18 00:00:00,A,128,False,Stormy,22.29,572,Severe,1000000,High
2024-03-18 00:00:00,B,219,False,Stormy,23.09,343,Moderate,500000,Medium
2024-03-18 00:00:00,C,229,False,Stormy,25.74,788,Low,300000,Low
2024-03-18 12:00:00,A,172,False,Rainy,22.84,462,High,1000000,High
2024-03-18 12:00:00,B,156,False,Sunny,27.0,358,Severe,500000,Medium
2024-03-18 12:00:00,C,236,False,Sunny,17.78,235,Severe,300000,Low
2024-03-19 00:00:00,A,168,False,Sunny,23.25,575,Moderate,1000000,High
2024-03-19 00:00:00,B,131,False,Stormy,29.27,317,Moderate,500000,Medium
2024-03-19 00:00:00,C,220,False,Sunny,26.91,982,Severe,300000,Low
2024-03-19 12:00:00,A,224,False,Cloudy,28.59,351,High,1000000,High
2024-03-19 12:00:00,B,113,False,Snowy,18.55,492,Severe,500000,Medium
2024-03-19 12:00:00,C,225,False,Sunny,21.36,401,High,300000,Low
2024-03-20 00:00:00,A,182,False,Snowy,24.36,638,Severe,1000000,High
2024-03-20 00:00:00,B,176,False,Cloudy,27.94,830,Severe,500000,Medium
2024-03-20 00:00:00,C,217,False,Snowy,15.35,854,Low,300000,Low
2024-03-20 12:00:00,A,260,False,Snowy,23.2,849,Low,1000000,High
2024-03-20 12:00:00,B,152,False,Rainy,23.92,453,High,500000,Medium
2024-03-20 12:00:00,C,149,False,Rainy,17.05,796,Low,300000,Low
2024-03-21 00:00:00,A,130,False,Stormy,21.42,366,Low,1000000,High
2024-03-21 00:00:00,B,113,False,Sunny,16.93,730,Severe,500000,Medium
2024-03-21 00:00:00,C,112,False,Rainy,19.11,235,High,300000,Low
2024-03-21 12:00:00,A,212,False,Sunny,23.94,272,Low,1000000,High
2024-03-21 12:00:00,B,222,False,Cloudy,20.15,907,Low,500000,Medium
2024-03-21 12:00:00,C,112,False,Cloudy,22.79,841,High,300000,Low
2024-03-22 00:00:00,A,247,False,Cloudy,27.01,738,Severe,1000000,High
2024-03-22 00:00:00,B,98,False,Rainy,28.2,761,Moderate,500000,Medium
2024-03-22 00:00:00,C,99,False,Snowy,19.87,458,Severe,300000,Low
2024-03-22 12:00:00,A,257,False,Snowy,24.93,408,Moderate,1000000,High
2024-03-22 12:00:00,B,116,False,Rainy,20.0,861,Moderate,500000,Medium
2024-03-22 12:00:00,C,123,False,Sunny,29.42,676,Severe,300000,Low
2024-03-23 00:00:00,A,364,True,Snowy,21.14,869,Moderate,1000000,High
2024-03-23 00:00:00,B,314,True,Stormy,15.02,599,Moderate,500000,Medium
2024-03-23 00:00:00,C,300,True,Rainy,22.12,741,Severe,300000,Low
2024-03-23 12:00:00,A,258,True,Cloudy,15.3,447,Severe,1000000,High
2024-03-23 12:00:00,B,320,True,Cloudy,25.07,283,Low,500000,Medium
2024-03-23 12:00:00,C,367,True,Stormy,18.86,655,High,300000,Low
2024-03-24 00:00:00,A,334,True,Snowy,24.13,659,Moderate,1000000,High
2024-03-24 00:00:00,B,379,True,Sunny,15.95,680,Severe,500000,Medium
2024-03-24 00:00:00,C,304,True,Cloudy,16.31,960,High,300000,Low
2024-03-24 12:00:00,A,351,True,Stormy,22.65,379,High,1000000,High
2024-03-24 12:00:00,B,305,True,Stormy,24.01,510,High,500000,Medium
2024-03-24 12:00:00,C,265,True,Rainy,22.45,541,Severe,300000,Low
2024-03-25 00:00:00,A,353,True,Stormy,28.96,241,Low,1000000,High
2024-03-25 00:00:00,B,502,True,Rainy,25.11,869,Severe,500000,Medium
2024-03-25 00:00:00,C,340,True,Snowy,19.57,272,High,300000,Low
2024-03-25 12:00:00,A,472,True,Snowy,17.6,329,High,1000000,High
2024-03-25 12:00:00,B,585,True,Cloudy,29.63,967,Low,500000,Medium
2024-03-25 12:00:00,C,579,True,Stormy,27.34,992,High,300000,Low
2024-03-26 00:00:00,A,140,False,Sunny,28.84,981,Low,1000000,High
2024-03-26 00:00:00,B,140,False,Snowy,26.47,580,Severe,500000,Medium
2024-03-26 00:00:00,C,233,False,Cloudy,17.2,316,Moderate,300000,Low
2024-03-26 12:00:00,A,205,False,Snowy,22.17,736,High,1000000,High
2024-03-26 12:00:00,B,234,False,Rainy,23.24,999,Moderate,500000,Medium
2024-03-26 12:00:00,C,170,False,Snowy,19.68,731,High,300000,Low
2024-03-27 00:00:00,A,138,False,Rainy,27.77,871,Low,1000000,High
2024-03-27 00:00:00,B,249,False,Sunny,24.75,666,High,500000,Medium
2024-03-27 00:00:00,C,90,False,Stormy,26.71,977,Low,300000,Low
2024-03-27 12:00:00,A,205,False,Snowy,29.92,452,High,1000000,High
2024-03-27 12:00:00,B,257,False,Rainy,21.46,298,Low,500000,Medium
2024-03-27 12:00:00,C,255,False,Cloudy,19.55,462,High,300000,Low
2024-03-28 00:00:00,A,161,False,Stormy,25.37,808,Moderate,1000000,High
2024-03-28 00:00:00,B,184,False,Rainy,18.43,300,Moderate,500000,Medium
2024-03-28 00:00:00,C,136,False,Snowy,17.61,619,High,300000,Low
2024-03-28 12:00:00,A,246,False,Snowy,16.96,827,High,1000000,High
2024-03-28 12:00:00,B,91,False,Rainy,22.88,725,High,500000,Medium
2024-03-28 12:00:00,C,164,False,Stormy,29.46,382,High,300000,Low
2024-03-29 00:00:00,A,248,False,Cloudy,15.29,790,Low,1000000,High
2024-03-29 00:00:00,B,226,False,Stormy,26.4,622,Low,500000,Medium
2024-03-29 00:00:00,C,102,False,Rainy,15.18,441,Moderate,300000,Low
2024-03-29 12:00:00,A,239,False,Stormy,27.02,372,High,1000000,High
2024-03-29 12:00:00,B,250,False,Sunny,24.69,507,Severe,500000,Medium
2024-03-29 12:00:00,C,331,False,Sunny,27.97,823,High,300000,Low
2024-03-30 00:00:00,A,383,True,Snowy,27.16,932,Low,1000000,High
2024-03-30 00:00:00,B,342,True,Stormy,20.89,753,High,500000,Medium
2024-03-30 00:00:00,C,252,True,Cloudy,16.53,319,Severe,300000,Low
2024-03-30 12:00:00,A,328,True,Cloudy,27.13,759,Low,1000000,High
2024-03-30 12:00:00,B,172,True,Rainy,19.19,441,Severe,500000,Medium
2024-03-30 12:00:00,C,245,True,Sunny,27.38,958,High,300000,Low
2024-03-31 00:00:00,A,362,True,Snowy,21.75,278,Moderate,1000000,High
2024-03-31 00:00:00,B,272,True,Sunny,22.78,666,Severe,500000,Medium
2024-03-31 00:00:00,C,231,True,Cloudy,25.2,399,Severe,300000,Low
2024-03-31 12:00:00,A,255,True,Sunny,24.89,634,Moderate,1000000,High
2024-03-31 12:00:00,B,394,True,Sunny,15.53,347,Low,500000,Medium
2024-03-31 12:00:00,C,214,True,Cloudy,21.93,427,Severe,300000,Low
2024-04-01 00:00:00,A,258,False,Sunny,29.13,698,Low,1000000,High
2024-04-01 00:00:00,B,265,False,Rainy,16.48,549,Moderate,500000,Medium
2024-04-01 00:00:00,C,77,False,Stormy,18.98,749,Severe,300000,Low
2024-04-01 12:00:00,A,148,False,Cloudy,19.43,967,Severe,1000000,High
2024-04-01 12:00:00,B,150,False,Snowy,20.73,760,Moderate,500000,Medium
2024-04-01 12:00:00,C,157,False,Stormy,26.62,368,Low,300000,Low
2024-04-02 00:00:00,A,156,False,Stormy,15.63,569,Severe,1000000,High
2024-04-02 00:00:00,B,190,False,Cloudy,29.7,573,Low,500000,Medium
2024-04-02 00:00:00,C,112,False,Cloudy,23.74,550,Moderate,300000,Low
2024-04-02 12:00:00,A,174,False,Stormy,27.18,425,Severe,1000000,High
2024-04-02 12:00:00,B,236,False,Rainy,23.98,864,High,500000,Medium
2024-04-02 12:00:00,C,202,False,Sunny,21.59,825,High,300000,Low
2024-04-03 00:00:00,A,223,False,Snowy,28.92,371,High,1000000,High
2024-04-03 00:00:00,B,272,False,Sunny,15.19,321,Severe,500000,Medium
2024-04-03 00:00:00,C,111,False,Cloudy,28.78,729,Moderate,300000,Low
2024-04-03 12:00:00,A,248,False,Sunny,26.33,860,Severe,1000000,High
2024-04-03 12:00:00,B,249,False,Sunny,17.71,935,Moderate,500000,Medium
2024-04-03 12:00:00,C,174,False,Snowy,26.3,544,Low,300000,Low
2024-04-04 00:00:00,A,136,False,Sunny,25.92,969,High,1000000,High
2024-04-04 00:00:00,B,250,False,Rainy,27.27,806,Moderate,500000,Medium
2024-04-04 00:00:00,C,222,False,Snowy,27.61,660,Moderate,300000,Low
2024-04-04 12:00:00,A,293,False,Sunny,23.86,895,Moderate,1000000,High
2024-04-04 12:00:00,B,186,False,Snowy,23.48,612,Moderate,500000,Medium
2024-04-04 12:00:00,C,184,False,Rainy,24.54,327,High,300000,Low
2024-04-05 00:00:00,A,218,False,Rainy,21.92,855,Low,1000000,High
2024-04-05 00:00:00,B,207,False,Cloudy,25.9,648,Moderate,500000,Medium
2024-04-05 00:00:00,C,216,False,Rainy,16.49,423,High,300000,Low
2024-04-05 12:00:00,A,182,False,Rainy,18.06,209,Low,1000000,High
2024-04-05 12:00:00,B,157,False,Sunny,24.24,265,Moderate,500000,Medium
2024-04-05 12:00:00,C,127,False,Sunny,23.08,797,High,300000,Low
2024-04-06 00:00:00,A,218,True,Rainy,15.53,408,High,1000000,High
2024-04-06 00:00:00,B,357,True,Sunny,29.37,576,Moderate,500000,Medium
2024-04-06 00:00:00,C,343,True,Cloudy,17.23,269,Low,300000,Low
2024-04-06 12:00:00,A,190,True,Rainy,22.53,897,Severe,1000000,High
2024-04-06 12:00:00,B,189,True,Snowy,26.71,426,Low,500000,Medium
2024-04-06 12:00:00,C,368,True,Sunny,21.19,604,Severe,300000,Low
2024-04-07 00:00:00,A,344,True,Stormy,26.91,219,High,1000000,High
2024-04-07 00:00:00,B,249,True,Snowy,22.21,725,Low,500000,Medium
2024-04-07 00:00:00,C,393,True,Stormy,23.7,254,Moderate,300000,Low
2024-04-07 12:00:00,A,290,True,Snowy,24.05,361,Low,1000000,High
2024-04-07 12:00:00,B,305,True,Snowy,19.05,259,High,500000,Medium
2024-04-07 12:00:00,C,240,True,Stormy,16.16,605,Low,300000,Low
2024-04-08 00:00:00,A,167,False,Sunny,26.77,316,Severe,1000000,High
2024-04-08 00:00:00,B,204,False,Stormy,20.6,549,Severe,500000,Medium
2024-04-08 00:00:00,C,236,False,Sunny,20.57,312,Severe,300000,Low
2024-04-08 12:00:00,A,139,False,Stormy,29.0,360,Low,1000000,High
2024-04-08 12:00:00,B,109,False,Sunny,22.44,246,High,500000,Medium
2024-04-08 12:00:00,C,263,False,Snowy,29.87,323,Moderate,300000,Low
2024-04-09 00:00:00,A,261,False,Sunny,29.25,704,Moderate,1000000,High
2024-04-09 00:00:00,B,237,False,Cloudy,20.02,818,High,500000,Medium
2024-04-09 00:00:00,C,185,False,Stormy,23.79,829,High,300000,Low
2024-04-09 12:00:00,A,139,False,Stormy,28.94,762,Severe,1000000,High
2024-04-09 12:00:00,B,164,False,Sunny,18.38,780,Low,500000,Medium
2024-04-09 12:00:00,C,249,False,Snowy,22.21,273,Moderate,300000,Low
2024-04-10 00:00:00,A,351,True,Stormy,24.47,837,Severe,1000000,High
2024-04-10 00:00:00,B,383,True,Rainy,26.7,811,Severe,500000,Medium
2024-04-10 00:00:00,C,608,True,Cloudy,16.97,768,Severe,300000,Low
2024-04-10 12:00:00,A,366,True,Stormy,22.08,924,Severe,1000000,High
2024-04-10 12:00:00,B,676,True,Sunny,19.14,419,High,500000,Medium
2024-04-10 12:00:00,C,520,True,Stormy,21.43,928,High,300000,Low
2024-04-11 00:00:00,A,143,False,Cloudy,17.35,427,High,1000000,High
2024-04-11 00:00:00,B,213,False,Rainy,15.7,449,Severe,500000,Medium
2024-04-11 00:00:00,C,293,False,Sunny,21.17,718,Low,300000,Low
2024-04-11 12:00:00,A,267,False,Sunny,15.33,959,Low,1000000,High
2024-04-11 12:00:00,B,225,False,Stormy,28.23,625,Low,500000,Medium
2024-04-11 12:00:00,C,219,False,Cloudy,18.9,512,Moderate,300000,Low
2024-04-12 00:00:00,A,228,False,Snowy,29.72,281,Low,1000000,High
2024-04-12 00:00:00,B,166,False,Snowy,17.97,504,High,500000,Medium
2024-04-12 00:00:00,C,162,False,Sunny,29.21,644,Severe,300000,Low
2024-04-12 12:00:00,A,256,False,Cloudy,21.27,526,Severe,1000000,High
2024-04-12 12:00:00,B,141,False,Sunny,22.85,772,High,500000,Medium
2024-04-12 12:00:00,C,118,False,Snowy,25.84,880,High,300000,Low
2024-04-13 00:00:00,A,376,True,Cloudy,23.15,693,Low,1000000,High
2024-04-13 00:00:00,B,374,True,Snowy,27.7,716,Moderate,500000,Medium
2024-04-13 00:00:00,C,246,True,Rainy,18.24,297,Severe,300000,Low
2024-04-13 12:00:00,A,339,True,Rainy,23.18,543,Low,1000000,High
2024-04-13 12:00:00,B,237,True,Cloudy,27.1,849,High,500000,Medium
2024-04-13 12:00:00,C,318,True,Sunny,15.78,760,High,300000,Low
2024-04-14 00:00:00,A,294,True,Snowy,28.08,353,Moderate,1000000,High
2024-04-14 00:00:00,B,268,True,Stormy,26.31,854,Low,500000,Medium
2024-04-14 00:00:00,C,386,True,Snowy,24.89,827,High,300000,Low
2024-04-14 12:00:00,A,406,True,Sunny,29.2,879,Moderate,1000000,High
2024-04-14 12:00:00,B,225,True,Cloudy,23.37,265,High,500000,Medium
2024-04-14 12:00:00,C,352,True,Cloudy,16.41,243,High,300000,Low
2024-04-15 00:00:00,A,207,False,Sunny,20.86,426,Moderate,1000000,High
2024-04-15 00:00:00,B,216,False,Rainy,21.78,578,Severe,500000,Medium
2024-04-15 00:00:00,C,165,False,Sunny,17.93,467,Moderate,300000,Low
2024-04-15 12:00:00,A,278,False,Sunny,20.35,496,Low,1000000,High
2024-04-15 12:00:00,B,160,False,Snowy,19.69,758,Moderate,500000,Medium
2024-04-15 12:00:00,C,149,False,Stormy,22.8,667,Severe,300000,Low
2024-04-16 00:00:00,A,168,False,Stormy,27.86,458,High,1000000,High
2024-04-16 00:00:00,B,179,False,Rainy,29.75,419,High,500000,Medium
2024-04-16 00:00:00,C,107,False,Cloudy,28.41,887,High,300000,Low
2024-04-16 12:00:00,A,176,False,Snowy,19.7,565,Low,1000000,High
2024-04-16 12:00:00,B,150,False,Sunny,16.76,215,Moderate,500000,Medium
2024-04-16 12:00:00,C,191,False,Rainy,29.76,732,Low,300000,Low
2024-04-17 00:00:00,A,299,False,Sunny,17.49,301,High,1000000,High
2024-04-17 00:00:00,B,117,False,Stormy,17.43,994,Severe,500000,Medium
2024-04-17 00:00:00,C,220,False,Stormy,25.79,865,Severe,300000,Low
2024-04-17 12:00:00,A,268,False,Stormy,20.05,464,High,1000000,High
2024-04-17 12:00:00,B,244,False,Rainy,16.66,771,Low,500000,Medium
2024-04-17 12:00:00,C,201,False,Cloudy,28.52,563,Severe,300000,Low
2024-04-18 00:00:00,A,245,False,Sunny,28.2,997,High,1000000,High
2024-04-18 00:00:00,B,84,False,Snowy,16.69,417,Severe,500000,Medium
2024-04-18 00:00:00,C,249,False,Snowy,28.58,506,High,300000,Low
2024-04-18 12:00:00,A,174,False,Sunny,24.21,478,Moderate,1000000,High
2024-04-18 12:00:00,B,223,False,Stormy,26.07,819,Low,500000,Medium
2024-04-18 12:00:00,C,121,False,Sunny,18.81,488,Moderate,300000,Low
2024-04-19 00:00:00,A,115,False,Cloudy,16.6,682,Moderate,1000000,High
2024-04-19 00:00:00,B,231,False,Rainy,15.06,246,High,500000,Medium
2024-04-19 00:00:00,C,300,False,Cloudy,24.83,200,High,300000,Low
2024-04-19 12:00:00,A,333,False,Sunny,16.09,839,Low,1000000,High
2024-04-19 12:00:00,B,71,False,Stormy,28.0,342,Severe,500000,Medium
2024-04-19 12:00:00,C,203,False,Rainy,21.12,853,Moderate,300000,Low
2024-04-20 00:00:00,A,315,True,Stormy,26.49,963,Moderate,1000000,High
2024-04-20 00:00:00,B,375,True,Snowy,24.76,845,High,500000,Medium
2024-04-20 00:00:00,C,324,True,Sunny,17.54,553,Severe,300000,Low
2024-04-20 12:00:00,A,291,True,Sunny,20.72,901,Severe,1000000,High
2024-04-20 12:00:00,B,242,True,Sunny,22.19,480,Severe,500000,Medium
2024-04-20 12:00:00,C,345,True,Sunny,19.2,282,High,300000,Low
2024-04-21 00:00:00,A,276,True,Snowy,26.31,912,Severe,1000000,High
2024-04-21 00:00:00,B,314,True,Snowy,25.9,962,Severe,500000,Medium
2024-04-21 00:00:00,C,190,True,Stormy,28.09,597,High,300000,Low
2024-04-21 12:00:00,A,326,True,Sunny,23.11,664,Severe,1000000,High
2024-04-21 12:00:00,B,354,True,Sunny,19.26,853,High,500000,Medium
2024-04-21 12:00:00,C,316,True,Rainy,18.4,533,Severe,300000,Low
2024-04-22 00:00:00,A,167,False,Cloudy,28.16,713,Low,1000000,High
2024-04-22 00:00:00,B,191,False,Stormy,19.96,797,Low,500000,Medium
2024-04-22 00:00:00,C,173,False,Rainy,24.39,215,Severe,300000,Low
2024-04-22 12:00:00,A,216,False,Snowy,21.44,978,Severe,1000000,High
2024-04-22 12:00:00,B,216,False,Snowy,15.95,475,Low,500000,Medium
2024-04-22 12:00:00,C,255,False,Stormy,16.72,400,High,300000,Low
2024-04-23 00:00:00,A,167,False,Cloudy,28.03,681,Moderate,1000000,High
2024-04-23 00:00:00,B,164,False,Cloudy,15.38,542,Moderate,500000,Medium
2024-04-23 00:00:00,C,299,False,Sunny,16.23,637,Low,300000,Low
2024-04-23 12:00:00,A,137,False,Snowy,17.06,858,Moderate,1000000,High
2024-04-23 12:00:00,B,192,False,Cloudy,17.56,732,High,500000,Medium
2024-04-23 12:00:00,C,138,False,Rainy,21.68,704,Moderate,300000,Low
2024-04-24 00:00:00,A,244,False,Sunny,25.15,547,Moderate,1000000,High
2024-04-24 00:00:00,B,249,False,Cloudy,26.8,778,Moderate,500000,Medium
2024-04-24 00:00:00,C,165,False,Rainy,18.94,361,Moderate,300000,Low
2024-04-24 12:00:00,A,222,False,Sunny,22.59,286,Moderate,1000000,High
2024-04-24 12:00:00,B,181,False,Stormy,15.04,772,Severe,500000,Medium
2024-04-24 12:00:00,C,184,False,Snowy,18.58,561,Severe,300000,Low
2024-04-25 00:00:00,A,177,False,Snowy,17.94,490,High,1000000,High
2024-04-25 00:00:00,B,183,False,Cloudy,18.1,852,Moderate,500000,Medium
2024-04-25 00:00:00,C,246,False,Stormy,15.08,501,Low,300000,Low
2024-04-25 12:00:00,A,177,False,Stormy,15.55,801,Severe,1000000,High
